 	12.12.2011 	12:41:58 	 	 	0,00 sm 	      0,00 sm 	 	 	 	 	 	 	letzte Logbuch-Datei ist\nuntil_2011-12-12_12_41_58_logbook.txt 	 	 	 	 	 	 	 	 	 	 	1076:50 h 	01076:50 h 	100,00 Liter 	    100,00 Liter 	 	 	250,00 Liter 	    250,00 Liter 	  
 	14.06.2012 	15:07:22 	 	 	0.00 sm 	   559,49 sm 	035° 47,6479' N\n010° 53,8636' E 	241,68° 	 	4,48 ktn 	 	 	Automatischer Eintrag\nKursänderung >30° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01217:15 h 	0,00 Liter 	     98,57 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	14.06.2012 	15:12:21 	 	 	0,43 sm 	   559,92 sm 	035° 47,4491' N\n010° 53,3918' E 	243,78° 	 	6,16 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01217:15 h 	0,00 Liter 	     98,57 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	14.06.2012 	16:27:22 	 	 	0.00 sm 	   559,92 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01217:15 h 	0,00 Liter 	     98,57 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	14.06.2012 	15:34:43 	 	 	0.00 sm 	   559,92 sm 	035° 47,0254' N\n010° 51,7247' E 	328,84° 	 	2,70 ktn 	 	 	Automatischer Eintrag\nKursänderung >30° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01217:15 h 	0,00 Liter 	     98,57 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	14.06.2012 	16:38:34 	 	 	1725,23 sm 	  2285,15 sm 	012° 24,7024' N\n029° 20,1038' E 	0,00° 	 	3,52 ktn 	 	 	automatic line\nDistance > 10sm 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01217:15 h 	0,00 Liter 	     98,57 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	14.06.2012 	16:38:48 	 	 	185,78 sm 	  2470,93 sm 	012° 20,9830' N\n032° 29,9346' E 	0,00° 	 	3,52 ktn 	 	 	automatic line\nDistance > 10sm 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01217:15 h 	0,00 Liter 	     98,57 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	14.06.2012 	15:38:49 	 	 	185,28 sm 	  2656,21 sm 	012° 27,0789' N\n029° 20,6731' E 	0,00° 	 	3,52 ktn 	 	 	automatic line\nDistance > 10sm 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01217:15 h 	0,00 Liter 	     98,57 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	14.06.2012 	15:49:09 	 	 	1723,99 sm 	  4380,20 sm 	035° 46,6643' N\n010° 50,3014' E 	257,84° 	 	4,76 ktn 	 	 	Automatischer Eintrag\nKursänderung >30° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01217:15 h 	0,00 Liter 	     98,57 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	14.06.2012 	15:54:06 	 	 	0,07 sm 	  4380,27 sm 	035° 46,6370' N\n010° 50,2261' E 	144,58° 	 	1,58 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01217:15 h 	0,00 Liter 	     98,57 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	14.06.2012 	15:59:15 	 	 	0,14 sm 	  4380,41 sm 	035° 46,7388' N\n010° 50,1146' E 	312,06° 	 	3,58 ktn 	 	 	Automatischer Eintrag\nKursänderung >30° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01217:15 h 	0,00 Liter 	     98,57 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	14.06.2012 	17:09:07 	 	 	0.00 sm 	  4380,41 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01217:15 h 	0,00 Liter 	     98,57 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	14.06.2012 	16:10:44 	 	 	0.00 sm 	  4380,41 sm 	035° 46,7671' N\n010° 49,9832' E 	215,01° 	 	0,00 ktn 	 	 	Automatischer Eintrag\nKursänderung >30° 	 	 	 	 	 	 	 	 	 	 	01:35 h 	01218:50 h 	-2,50 Liter 	     96,07 Liter 	 	 	0,00 Liter 	    250,00 Liter 	  
 	17.10.2012 	09:54:56 	 	 	109,18 sm 	  4489,59 sm 	033° 57' 48,18" N\n010° 52' 50,64" E 	55,58° 	 	2,39 kts 	 	 	Automatischer Eintrag durch Timer\n\nSie können ein Timer-Interval setzen\noder diesen Text ändern unter Toolbox/Plugins/Logbook\n\nShift+Enter = Zeilenumbruch 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	17.10.2012 	12:10:00 	 	 	0.00 sm 	  4489,59 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	17.10.2012 	10:24:57 	 	 	0.00 sm 	  4489,59 sm 	033° 58' 41,28" N\n010° 53' 37,20" E 	81,56° 	 	1,76 kts 	 	 	Automatischer Eintrag durch Timer\n\nSie können ein Timer-Interval setzen\noder diesen Text ändern unter Toolbox/Plugins/Logbook\n\nShift+Enter = Zeilenumbruch 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	17.10.2012 	12:40:00 	 	 	0.00 sm 	  4489,59 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	17.10.2012 	10:54:57 	 	 	0.00 sm 	  4489,59 sm 	033° 59' 30,60" N\n010° 54' 20,88" E 	18,56° 	 	0,00 kts 	 	 	Automatischer Eintrag durch Timer\n\nSie können ein Timer-Interval setzen\noder diesen Text ändern unter Toolbox/Plugins/Logbook\n\nShift+Enter = Zeilenumbruch 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	17.10.2012 	13:10:00 	 	 	0.00 sm 	  4489,59 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	17.10.2012 	11:24:56 	 	 	0.00 sm 	  4489,59 sm 	034° 00' 26,16" N\n010° 55' 03,66" E 	33,71° 	 	1,52 kts 	 	 	Automatischer Eintrag durch Timer\n\nSie können ein Timer-Interval setzen\noder diesen Text ändern unter Toolbox/Plugins/Logbook\n\nShift+Enter = Zeilenumbruch 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	17.10.2012 	13:40:00 	 	 	0.00 sm 	  4489,59 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	17.10.2012 	11:54:56 	 	 	0.00 sm 	  4489,59 sm 	034° 00' 48,48" N\n010° 56' 27,30" E 	88,10° 	 	5,30 kts 	 	 	Automatischer Eintrag durch Timer\n\nSie können ein Timer-Interval setzen\noder diesen Text ändern unter Toolbox/Plugins/Logbook\n\nShift+Enter = Zeilenumbruch 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	17.10.2012 	14:10:00 	 	 	0.00 sm 	  4489,59 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	17.10.2012 	12:24:55 	 	 	0.00 sm 	  4489,59 sm 	034° 00' 48,60" N\n010° 58' 33,30" E 	89,59° 	 	3,18 kts 	 	 	Automatischer Eintrag durch Timer\n\nSie können ein Timer-Interval setzen\noder diesen Text ändern unter Toolbox/Plugins/Logbook\n\nShift+Enter = Zeilenumbruch 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	17.10.2012 	14:40:00 	 	 	0.00 sm 	  4489,59 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	17.10.2012 	12:54:56 	 	 	0.00 sm 	  4489,59 sm 	034° 00' 48,06" N\n011° 00' 36,36" E 	103,62° 	 	3,73 kts 	 	 	Automatischer Eintrag durch Timer\n\nSie können ein Timer-Interval setzen\noder diesen Text ändern unter Toolbox/Plugins/Logbook\n\nShift+Enter = Zeilenumbruch 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	17.10.2012 	15:10:00 	 	 	0.00 sm 	  4489,59 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	17.10.2012 	13:24:56 	 	 	0.00 sm 	  4489,59 sm 	034° 02' 30,84" N\n011° 00' 34,26" E 	355,94° 	 	5,61 kts 	 	 	Automatischer Eintrag durch Timer\n\nSie können ein Timer-Interval setzen\noder diesen Text ändern unter Toolbox/Plugins/Logbook\n\nShift+Enter = Zeilenumbruch 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	17.10.2012 	15:40:00 	 	 	0.00 sm 	  4489,59 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	17.10.2012 	13:54:55 	 	 	0.00 sm 	  4489,59 sm 	034° 04' 46,32" N\n010° 59' 50,28" E 	357,62° 	 	4,47 kts 	 	 	Automatischer Eintrag durch Timer\n\nSie können ein Timer-Interval setzen\noder diesen Text ändern unter Toolbox/Plugins/Logbook\n\nShift+Enter = Zeilenumbruch 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	17.10.2012 	16:09:59 	 	 	0.00 sm 	  4489,59 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	17.10.2012 	14:24:55 	 	 	0.00 sm 	  4489,59 sm 	034° 07' 18,30" N\n010° 59' 08,76" E 	348,34° 	 	5,21 kts 	 	 	Automatischer Eintrag durch Timer\n\nSie können ein Timer-Interval setzen\noder diesen Text ändern unter Toolbox/Plugins/Logbook\n\nShift+Enter = Zeilenumbruch 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	17.10.2012 	16:39:59 	 	 	0.00 sm 	  4489,59 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	17.10.2012 	14:54:56 	 	 	0.00 sm 	  4489,59 sm 	034° 09' 40,14" N\n010° 58' 31,74" E 	347,43° 	 	4,61 kts 	 	 	Automatischer Eintrag durch Timer\n\nSie können ein Timer-Interval setzen\noder diesen Text ändern unter Toolbox/Plugins/Logbook\n\nShift+Enter = Zeilenumbruch 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	17.10.2012 	17:09:59 	 	 	0.00 sm 	  4489,59 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	17.10.2012 	15:24:56 	 	 	0.00 sm 	  4489,59 sm 	034° 12' 14,34" N\n010° 58' 00,42" E 	357,55° 	 	5,30 kts 	 	 	Automatischer Eintrag durch Timer\n\nSie können ein Timer-Interval setzen\noder diesen Text ändern unter Toolbox/Plugins/Logbook\n\nShift+Enter = Zeilenumbruch 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	17.10.2012 	17:39:59 	 	 	0.00 sm 	  4489,59 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	17.10.2012 	15:54:55 	 	 	0.00 sm 	  4489,59 sm 	034° 14' 53,88" N\n010° 57' 34,32" E 	355,16° 	 	5,41 kts 	 	 	Automatischer Eintrag durch Timer\n\nSie können ein Timer-Interval setzen\noder diesen Text ändern unter Toolbox/Plugins/Logbook\n\nShift+Enter = Zeilenumbruch 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	17.10.2012 	18:09:59 	 	 	0.00 sm 	  4489,59 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	17.10.2012 	16:24:55 	 	 	0.00 sm 	  4489,59 sm 	034° 16' 16,20" N\n010° 58' 26,34" E 	103,21° 	 	4,36 kts 	 	 	Automatischer Eintrag durch Timer\n\nSie können ein Timer-Interval setzen\noder diesen Text ändern unter Toolbox/Plugins/Logbook\n\nShift+Enter = Zeilenumbruch 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	17.10.2012 	18:39:59 	 	 	0.00 sm 	  4489,59 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	17.10.2012 	16:54:55 	 	 	0.00 sm 	  4489,59 sm 	034° 15' 38,40" N\n011° 01' 05,28" E 	108,21° 	 	4,04 kts 	 	 	Automatischer Eintrag durch Timer\n\nSie können ein Timer-Interval setzen\noder diesen Text ändern unter Toolbox/Plugins/Logbook\n\nShift+Enter = Zeilenumbruch 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	17.10.2012 	19:09:59 	 	 	0.00 sm 	  4489,59 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	17.10.2012 	17:24:54 	 	 	0.00 sm 	  4489,59 sm 	034° 15' 02,04" N\n011° 03' 27,90" E 	120,37° 	 	3,56 kts 	 	 	Automatischer Eintrag durch Timer\n\nSie können ein Timer-Interval setzen\noder diesen Text ändern unter Toolbox/Plugins/Logbook\n\nShift+Enter = Zeilenumbruch 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	17.10.2012 	19:39:59 	 	 	0.00 sm 	  4489,59 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	17.10.2012 	17:54:55 	 	 	0.00 sm 	  4489,59 sm 	034° 14' 15,36" N\n011° 06' 00,84" E 	107,01° 	 	5,09 kts 	 	 	Automatischer Eintrag durch Timer\n\nSie können ein Timer-Interval setzen\noder diesen Text ändern unter Toolbox/Plugins/Logbook\n\nShift+Enter = Zeilenumbruch 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	17.10.2012 	20:09:59 	 	 	0.00 sm 	  4489,59 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	17.10.2012 	18:24:54 	 	 	0.00 sm 	  4489,59 sm 	034° 13' 31,56" N\n011° 08' 27,12" E 	102,07° 	 	4,27 kts 	 	 	Automatischer Eintrag durch Timer\n\nSie können ein Timer-Interval setzen\noder diesen Text ändern unter Toolbox/Plugins/Logbook\n\nShift+Enter = Zeilenumbruch 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	17.10.2012 	20:39:59 	 	 	0.00 sm 	  4489,59 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	17.10.2012 	18:54:54 	 	 	0.00 sm 	  4489,59 sm 	034° 13' 07,74" N\n011° 10' 47,40" E 	8,46° 	 	4,81 kts 	 	 	Automatischer Eintrag durch Timer\n\nSie können ein Timer-Interval setzen\noder diesen Text ändern unter Toolbox/Plugins/Logbook\n\nShift+Enter = Zeilenumbruch 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	17.10.2012 	21:09:58 	 	 	0.00 sm 	  4489,59 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	17.10.2012 	19:24:55 	 	 	0.00 sm 	  4489,59 sm 	034° 15' 39,30" N\n011° 11' 03,12" E 	1,39° 	 	4,86 kts 	 	 	Automatischer Eintrag durch Timer\n\nSie können ein Timer-Interval setzen\noder diesen Text ändern unter Toolbox/Plugins/Logbook\n\nShift+Enter = Zeilenumbruch 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	17.10.2012 	21:39:58 	 	 	0.00 sm 	  4489,59 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	17.10.2012 	19:54:54 	 	 	0.00 sm 	  4489,59 sm 	034° 18' 01,20" N\n011° 11' 28,80" E 	9,06° 	 	3,98 kts 	 	 	Automatischer Eintrag durch Timer\n\nSie können ein Timer-Interval setzen\noder diesen Text ändern unter Toolbox/Plugins/Logbook\n\nShift+Enter = Zeilenumbruch 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	17.10.2012 	22:09:58 	 	 	0.00 sm 	  4489,59 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	17.10.2012 	20:24:54 	 	 	0.00 sm 	  4489,59 sm 	034° 20' 18,48" N\n011° 12' 02,46" E 	15,59° 	 	4,35 kts 	 	 	Automatischer Eintrag durch Timer\n\nSie können ein Timer-Interval setzen\noder diesen Text ändern unter Toolbox/Plugins/Logbook\n\nShift+Enter = Zeilenumbruch 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	17.10.2012 	22:39:58 	 	 	0.00 sm 	  4489,59 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	17.10.2012 	20:54:55 	 	 	0.00 sm 	  4489,59 sm 	034° 22' 31,80" N\n011° 12' 42,72" E 	22,43° 	 	4,71 kts 	 	 	Automatischer Eintrag durch Timer\n\nSie können ein Timer-Interval setzen\noder diesen Text ändern unter Toolbox/Plugins/Logbook\n\nShift+Enter = Zeilenumbruch 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	17.10.2012 	23:09:58 	 	 	0.00 sm 	  4489,59 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	17.10.2012 	21:24:54 	 	 	0.00 sm 	  4489,59 sm 	034° 24' 38,88" N\n011° 13' 26,58" E 	25,44° 	 	3,83 kts 	 	 	Automatischer Eintrag durch Timer\n\nSie können ein Timer-Interval setzen\noder diesen Text ändern unter Toolbox/Plugins/Logbook\n\nShift+Enter = Zeilenumbruch 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	17.10.2012 	23:39:58 	 	 	0.00 sm 	  4489,59 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	17.10.2012 	21:54:53 	 	 	0.00 sm 	  4489,59 sm 	034° 26' 36,12" N\n011° 13' 57,36" E 	6,73° 	 	4,60 kts 	 	 	Automatischer Eintrag durch Timer\n\nSie können ein Timer-Interval setzen\noder diesen Text ändern unter Toolbox/Plugins/Logbook\n\nShift+Enter = Zeilenumbruch 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	00:09:58 	 	 	0.00 sm 	  4489,59 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	17.10.2012 	22:24:53 	 	 	0.00 sm 	  4489,59 sm 	034° 28' 39,30" N\n011° 14' 36,48" E 	26,45° 	 	3,49 kts 	 	 	Automatischer Eintrag durch Timer\n\nSie können ein Timer-Interval setzen\noder diesen Text ändern unter Toolbox/Plugins/Logbook\n\nShift+Enter = Zeilenumbruch 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	00:39:58 	 	 	0.00 sm 	  4489,59 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	17.10.2012 	22:54:54 	 	 	0.00 sm 	  4489,59 sm 	034° 30' 27,12" N\n011° 15' 16,32" E 	13,66° 	 	3,61 kts 	 	 	Automatischer Eintrag durch Timer\n\nSie können ein Timer-Interval setzen\noder diesen Text ändern unter Toolbox/Plugins/Logbook\n\nShift+Enter = Zeilenumbruch 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	01:09:57 	 	 	0.00 sm 	  4489,59 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	17.10.2012 	23:24:53 	 	 	0.00 sm 	  4489,59 sm 	034° 32' 28,20" N\n011° 15' 50,16" E 	7,81° 	 	4,16 kts 	 	 	Automatischer Eintrag durch Timer\n\nSie können ein Timer-Interval setzen\noder diesen Text ändern unter Toolbox/Plugins/Logbook\n\nShift+Enter = Zeilenumbruch 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	01:39:57 	 	 	0.00 sm 	  4489,59 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	01:54:57 	 	 	0.00 sm 	  4489,59 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	02:09:57 	 	 	0.00 sm 	  4489,59 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	00:24:54 	 	 	0.00 sm 	  4489,59 sm 	034° 30' 32,94" N\n011° 19' 52,68" E 	120,52° 	 	4,07 kts 	 	 	Automatischer Eintrag durch Timer\n\nSie können ein Timer-Interval setzen\noder diesen Text ändern unter Toolbox/Plugins/Logbook\n\nShift+Enter = Zeilenumbruch 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	02:39:57 	 	 	0.00 sm 	  4489,59 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	00:54:54 	 	 	0.00 sm 	  4489,59 sm 	034° 29' 38,58" N\n011° 21' 58,26" E 	117,44° 	 	3,97 kts 	 	 	Automatischer Eintrag durch Timer\n\nSie können ein Timer-Interval setzen\noder diesen Text ändern unter Toolbox/Plugins/Logbook\n\nShift+Enter = Zeilenumbruch 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
 	18.10.2012 	03:09:57 	 	 	0.00 sm 	  4489,59 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	01218:50 h 	0,00 gal 	     96,07 gal 	 	 	0,00 gal 	    250,00 gal 	  
